Entry ID,Accession Code Combinations
6B1U,"[('Q9Y478', 'P54619'), ('Q9Y478', 'P54646'), ('P54619', 'P54646')]"
6B2E,"[('P54619', 'P54646'), ('P54619', 'O43741'), ('P54646', 'O43741')]"
6B4I,"[('Q9UMR2', 'Q53GS7'), ('Q9UMR2', 'O15504'), ('Q53GS7', 'O15504')]"
6B4J,"[('Q9UMR2', 'Q53GS7'), ('Q9UMR2', 'O15504'), ('Q53GS7', 'O15504')]"
6BFT,"[('P0DOX5', 'Q8TCD0'), ('P0DOX5', 'P15692'), ('Q8TCD0', 'P15692')]"
6BGT,"[('P0DOX5', 'Q7Z3Y4'), ('P0DOX5', 'P04626'), ('Q7Z3Y4', 'P04626')]"
6BIJ,"[('P01903', 'P01911'), ('P01903', 'P02675'), ('P01911', 'P02675')]"
6BIL,"[('P01903', 'P01911'), ('P01903', 'P02675'), ('P01911', 'P02675')]"
6BIN,"[('P01903', 'P01911'), ('P01903', 'P02458'), ('P01911', 'P02458')]"
6BIR,"[('P01903', 'P01911'), ('P01903', 'P08670'), ('P01911', 'P08670')]"
6BIV,"[('P01903', 'P01911'), ('P01903', 'P49913'), ('P01911', 'P49913')]"
6BIX,"[('P01903', 'P01911'), ('P01903', 'P49913'), ('P01911', 'P49913')]"
6BIY,"[('P01903', 'P01911'), ('P01903', 'Q96A08'), ('P01911', 'Q96A08')]"
6BIZ,"[('P01903', 'Q8N257'), ('P01903', 'P01911'), ('Q8N257', 'P01911')]"
6BN7,"[('Q96SW2', 'O60885'), ('Q96SW2', 'Q16531'), ('O60885', 'Q16531')]"
6BN8,"[('O60885', 'Q16531'), ('O60885', 'Q96SW2-2'), ('Q16531', 'Q96SW2-2')]"
6BN9,"[('Q96SW2', 'O60885'), ('Q96SW2', 'Q16531'), ('O60885', 'Q16531')]"
6BNB,"[('O60885', 'Q16531'), ('O60885', 'Q96SW2'), ('Q16531', 'Q96SW2')]"
6BOY,"[('Q96SW2', 'O60885'), ('Q96SW2', 'Q16531'), ('O60885', 'Q16531')]"
6BQ1,"[('Q86TV6', 'Q9BYI3'), ('Q86TV6', 'P42356'), ('Q9BYI3', 'P42356')]"
6BQN,"[('P37088', 'P51170'), ('P37088', 'P51168'), ('P51170', 'P51168')]"
6BVA,"[('P63208', 'Q8NHM5'), ('P63208', 'P0CG47'), ('Q8NHM5', 'P0CG47')]"
6BYH,"[('P63208', 'Q9Y2K7'), ('P63208', 'P0CG47'), ('Q9Y2K7', 'P0CG47')]"
6C16,"[('P63208', 'Q9Y2K7'), ('P63208', 'P0CG47'), ('Q9Y2K7', 'P0CG47')]"
6C48,"[('Q52LA3', 'Q5TKA1'), ('Q52LA3', 'P10244'), ('Q5TKA1', 'P10244')]"
6C5X,"[('Q15370', 'Q15369'), ('Q15370', 'Q00560'), ('Q15369', 'Q00560')]"
6C95,"[('Q9NX55', 'Q9BXJ9'), ('Q9NX55', 'P41227'), ('Q9BXJ9', 'P41227')]"
6C9F,"[('Q9Y478', 'P54619'), ('Q9Y478', 'Q13131'), ('P54619', 'Q13131')]"
6C9G,"[('Q9Y478', 'P54619'), ('Q9Y478', 'Q13131'), ('P54619', 'Q13131')]"
6C9H,"[('Q9Y478', 'P54619'), ('Q9Y478', 'Q13131'), ('P54619', 'Q13131')]"
6C9J,"[('Q9Y478', 'P54619'), ('Q9Y478', 'Q13131'), ('P54619', 'Q13131')]"
6CET,"[('O75140', 'Q8WTW4'), ('O75140', 'Q12980'), ('Q8WTW4', 'Q12980')]"
6CM9,"[('Q96PC3', 'Q10567'), ('Q96PC3', 'P84077'), ('Q10567', 'P84077')]"
6CRI,"[('Q96PC3', 'Q10567'), ('Q96PC3', 'P84077'), ('Q10567', 'P84077')]"
6CRK,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
6CYT,"[('P50750', 'Q9UHB7'), ('P50750', 'O60563'), ('Q9UHB7', 'O60563')]"
6D0Y,"[('Q09161', 'Q86YN6'), ('Q09161', 'P52298'), ('Q86YN6', 'P52298')]"
6D6I,"[('Q96H31', 'Q13404'), ('Q96H31', 'P61088'), ('Q13404', 'P61088')]"
6D6T,"[('P14867', 'P47870'), ('P14867', 'P18507'), ('P47870', 'P18507')]"
6D6U,"[('P14867', 'P47870'), ('P14867', 'P18507'), ('P47870', 'P18507')]"
6D7G,"[('Q6PJ56', 'P61769'), ('Q6PJ56', ' P04439'), ('P61769', ' P04439')]"
6D83,"[('Q96PC3', 'Q10567'), ('Q96PC3', 'P84077'), ('Q10567', 'P84077')]"
6D84,"[('Q10567', 'Q96PC3'), ('Q10567', 'P84077'), ('Q96PC3', 'P84077')]"
6DCW,"[('A0A2K5IAM2', 'P01834'), ('A0A2K5IAM2', 'P01857'), ('P01834', 'P01857')]"
6DDE,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
6DDF,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
6DF3,"[('Q6UXL0', 'Q8N6P7'), ('Q6UXL0', 'Q13007'), ('Q8N6P7', 'Q13007')]"
6DFF,"[('Q10567', 'Q96PC3'), ('Q10567', 'P84077'), ('Q96PC3', 'P84077')]"
6DKJ,"[('P0DOX5', 'P48546'), ('P0DOX5', 'V9HW34'), ('P48546', 'V9HW34')]"
6DNH,"[('Q10570', 'Q9C0J8'), ('Q10570', 'O95639'), ('Q9C0J8', 'O95639')]"
6E3K,"[('P01579', 'P38484'), ('P01579', 'P15260'), ('P38484', 'P15260')]"
6E3L,"[('P01579', 'P38484'), ('P01579', 'P15260'), ('P38484', 'P15260')]"
6EG8,"[('P59768', 'P63092'), ('P59768', 'P62873'), ('P63092', 'P62873')]"
6EI2,"[('P61769', 'P30279'), ('P61769', 'P04439'), ('P30279', 'P04439')]"
6ERF,"[('Q8IW19', 'P12956'), ('Q8IW19', 'P13010'), ('P12956', 'P13010')]"
6ERG,"[('Q9H9Q4', 'P12956'), ('Q9H9Q4', 'P13010'), ('P12956', 'P13010')]"
6ERH,"[('Q9H9Q4', 'P12956'), ('Q9H9Q4', 'P13010'), ('P12956', 'P13010')]"
6ERP,"[('O00411', 'Q9H5Q4'), ('O00411', 'Q00059'), ('Q9H5Q4', 'Q00059')]"
6ERQ,"[('O00411', 'Q9H5Q4'), ('O00411', 'Q00059'), ('Q9H5Q4', 'Q00059')]"
6EWA,"[('Q8NHL6', 'P61769'), ('Q8NHL6', 'P04439'), ('P61769', 'P04439')]"
6F3T,"[('P49848', 'Q15542'), ('P49848', 'Q16594'), ('Q15542', 'Q16594')]"
6FMI,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
6FMJ,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
6FMK,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
6FO1,"[('Q9Y265', 'Q9H6T3'), ('Q9Y265', 'Q9Y230'), ('Q9H6T3', 'Q9Y230')]"
6FUW,"[('Q10570', 'Q9C0J8'), ('Q10570', 'O95639'), ('Q9C0J8', 'O95639')]"
6GAW,"[('1390216722', '1388777935'), ('1390216722', 'P46199'), ('1388777935', 'P46199')]"
6GDG,"[('P59768', 'P63092'), ('P59768', 'P62873'), ('P63092', 'P62873')]"
6GFY,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
6GFZ,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
6GHD,"[('O75531', 'P50402'), ('O75531', 'P02545'), ('P50402', 'P02545')]"
6GL7,"[('Q99748', 'P07949'), ('Q99748', 'O00451'), ('P07949', 'O00451')]"
6GMN,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
6GMQ,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
6GMX,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
6GU2,"[('P06493', 'K9J4F7'), ('P06493', 'P14635'), ('K9J4F7', 'P14635')]"
6GU3,"[('P06493', 'K9J4F7'), ('P06493', 'P14635'), ('K9J4F7', 'P14635')]"
6GU4,"[('P06493', 'K9J4F7'), ('P06493', 'P14635'), ('K9J4F7', 'P14635')]"
6GWJ,"[('Q9NPF4', 'Q14657'), ('Q9NPF4', 'Q9BXV9'), ('Q14657', 'Q9BXV9')]"
6H0F,"[('Q96SW2', 'Q13422'), ('Q96SW2', 'Q16531'), ('Q13422', 'Q16531')]"
6H0G,"[('Q96SW2', 'Q16531'), ('Q96SW2', 'Q9BU19'), ('Q16531', 'Q9BU19')]"
6HBY,"[('P01903', 'P01911'), ('P01903', 'Q13641'), ('P01911', 'Q13641')]"
6HPR,"[('Q13490', 'P62837'), ('Q13490', 'P0CG47'), ('P62837', 'P0CG47')]"
6I4X,"[('O14508', 'Q15370'), ('O14508', 'Q15369'), ('Q15370', 'Q15369')]"
6I53,"[('P28472', 'P14867'), ('P28472', 'P18507'), ('P14867', 'P18507')]"
6I5J,"[('O14508', 'Q15370'), ('O14508', 'Q15369'), ('Q15370', 'Q15369')]"
6I5N,"[('O14508', 'Q15370'), ('O14508', 'Q15369'), ('Q15370', 'Q15369')]"
6I7Q,"[('Q99814', 'Q15370'), ('Q99814', 'P40337'), ('Q15370', 'P40337')]"
6IY6,"[('Q13155', 'P14868'), ('Q13155', 'P07814'), ('P14868', 'P07814')]"
6J4V,"[('Q86V25', 'P68363'), ('Q86V25', 'Q8N300'), ('P68363', 'Q8N300')]"
6J74,"[('Q7Z6K3', 'O15498'), ('Q7Z6K3', 'P53611'), ('O15498', 'P53611')]"
6J7F,"[('Q7Z6K3', 'O15498'), ('Q7Z6K3', 'P53611'), ('O15498', 'P53611')]"
6J7X,"[('Q7Z6K3', 'O15498'), ('Q7Z6K3', 'P53611'), ('O15498', 'P53611')]"
6J8F,"[('Q8N300', 'Q7L8A9'), ('Q8N300', 'Q71U36'), ('Q7L8A9', 'Q71U36')]"
6J8G,"[('Q15858', 'O60939'), ('Q15858', 'Q07699'), ('O60939', 'Q07699')]"
6J8H,"[('Q15858', 'O60939'), ('Q15858', 'Q07699'), ('O60939', 'Q07699')]"
6J8I,"[('Q15858', 'O60939'), ('Q15858', 'Q07699'), ('O60939', 'Q07699')]"
6J8J,"[('Q15858', 'O60939'), ('Q15858', 'Q07699'), ('O60939', 'Q07699')]"
6J8O,"[('P68363', 'Q7L8A9'), ('P68363', 'Q8N300'), ('Q7L8A9', 'Q8N300')]"
6JTN,"[('C1K0Y1', 'P61769'), ('C1K0Y1', 'P01116'), ('P61769', 'P01116')]"
6JTO,"[('P61769', 'P10321'), ('P61769', 'P01116'), ('P10321', 'P01116')]"
6JTP,"[('C1K0Y1', 'P61769'), ('C1K0Y1', 'P01116'), ('P61769', 'P01116')]"
6KTO,"[('Q9UI95', 'Q6ZNX1'), ('Q9UI95', 'Q86V20'), ('Q6ZNX1', 'Q86V20')]"
6KXS,"[('P01871', 'P01591'), ('P01871', 'P01833'), ('P01591', 'P01833')]"
6KXV,"[('P04908', 'P62805'), ('P04908', 'P06899'), ('P62805', 'P06899')]"
6L54,"[('Q9H0W8', 'Q8ND04'), ('Q9H0W8', 'Q96Q15'), ('Q8ND04', 'Q96Q15')]"
6LPB,"[('P18509', 'P41586'), ('P18509', 'P63092'), ('P41586', 'P63092')]"
6LT0,"[('Q8TEV9', 'Q9HAD4'), ('Q8TEV9', 'Q96LT7'), ('Q9HAD4', 'Q96LT7')]"
6M8S,"[('Q96CX2', 'P59768'), ('Q96CX2', 'P62873'), ('P59768', 'P62873')]"
6M90,"[('P63208', 'P35222'), ('P63208', 'Q9Y297'), ('P35222', 'Q9Y297')]"
6M91,"[('P63208', 'P35222'), ('P63208', 'Q9Y297'), ('P35222', 'Q9Y297')]"
6M92,"[('P63208', 'P35222'), ('P63208', 'Q9Y297'), ('P35222', 'Q9Y297')]"
6M93,"[('P63208', 'P35222'), ('P63208', 'Q9Y297'), ('P35222', 'Q9Y297')]"
6M94,"[('P63208', 'P35222'), ('P63208', 'Q9Y297'), ('P35222', 'Q9Y297')]"
6MPP,"[('P01111', 'P61769'), ('P01111', 'P04439'), ('P61769', 'P04439')]"
6NAJ,"[('P05106', 'P06756'), ('P05106', 'P02751'), ('P06756', 'P02751')]"
6NBW,"[('Q93015', 'P60709'), ('Q93015', 'P07737'), ('P60709', 'P07737')]"
6NI3,"[('P62873', 'P59768'), ('P62873', 'P63092'), ('P59768', 'P63092')]"
6NIX,"[('P01903', 'P01911'), ('P01903', 'P02458'), ('P01911', 'P02458')]"
6NMY,"[('P08700', 'P26951'), ('P08700', 'P32927'), ('P26951', 'P32927')]"
6NTS,"[('P67775', 'Q15172'), ('P67775', 'P30153'), ('Q15172', 'P30153')]"
6NUC,"[('P63098', 'Q08209'), ('P63098', 'P19634'), ('Q08209', 'P19634')]"
6NUF,"[('P63098', 'Q08209'), ('P63098', 'P19634'), ('Q08209', 'P19634')]"
6NUU,"[('P63098', 'Q08209'), ('P63098', 'P19634'), ('Q08209', 'P19634')]"
6O4Y,"[('P61769', 'A0A140T913'), ('P61769', 'P01116'), ('A0A140T913', 'P01116')]"
6O9B,"[('P61769', 'P35222'), ('P61769', 'P04439'), ('P35222', 'P04439')]"
6O9C,"[('P61769', 'P35222'), ('P61769', 'P04439'), ('P35222', 'P04439')]"
6OEL,"[('P05112', 'P24394'), ('P05112', 'P31785'), ('P24394', 'P31785')]"
6OI4,"[('Q99460', 'P0CG48'), ('Q99460', 'Q16186'), ('P0CG48', 'Q16186')]"
6OKP,"[('Q8N5F4', 'P01834'), ('Q8N5F4', 'S6B291'), ('P01834', 'S6B291')]"
6OM2,"[('P26012', 'P06756'), ('P26012', 'P01137'), ('P06756', 'P01137')]"
6P3W,"[('P24941', 'Q13415'), ('P24941', 'P20248'), ('Q13415', 'P20248')]"
6P59,"[('Q13951', 'Q15370'), ('Q13951', 'Q15369'), ('Q15370', 'Q15369')]"
6P64,"[('P61769', 'Q5VTY9'), ('P61769', 'Q53Z42'), ('Q5VTY9', 'Q53Z42')]"
6P8E,"[('P46527', 'P11802'), ('P46527', 'P24385'), ('P11802', 'P24385')]"
6P8F,"[('P46527', 'P11802'), ('P46527', 'P24385'), ('P11802', 'P24385')]"
6P8G,"[('P46527', 'P11802'), ('P46527', 'P24385'), ('P11802', 'P24385')]"
6P8H,"[('P38936', 'P11802'), ('P38936', 'P24385'), ('P11802', 'P24385')]"
6PA1,"[('P61769', 'P43627'), ('P61769', 'P10321'), ('P43627', 'P10321')]"
6PAG,"[('P61769', 'P43628'), ('P61769', 'P10321'), ('P43628', 'P10321')]"
6PPL,"[('P41227', 'Q9BXJ9'), ('P41227', 'Q9GZZ1'), ('Q9BXJ9', 'Q9GZZ1')]"
6PTB,"[('P61769', 'Q68CZ6'), ('P61769', 'P04439'), ('Q68CZ6', 'P04439')]"
6PTE,"[('P61769', 'Q68CZ6'), ('P61769', 'P04439'), ('Q68CZ6', 'P04439')]"
6PTS,"[('P04049', 'P01116'), ('P04049', 'P02647'), ('P01116', 'P02647')]"
6PTW,"[('P04049', 'P01116'), ('P04049', 'P02647'), ('P01116', 'P02647')]"
6PWW,"[('Q15291', 'Q03164'), ('Q15291', 'P61964'), ('Q03164', 'P61964')]"
6PX6,"[('Q08AS3', 'K7N5M3'), ('Q08AS3', 'A0A0U5IHY9'), ('K7N5M3', 'A0A0U5IHY9')]"
6PY8,"[('Q7Z6K4', 'Q06330'), ('Q7Z6K4', 'P46531'), ('Q06330', 'P46531')]"
6PYJ,"[('P61769', 'P37268'), ('P61769', 'A0A583ZBQ2'), ('P37268', 'A0A583ZBQ2')]"
6PYV,"[('P61769', 'P37268'), ('P61769', 'P01889'), ('P37268', 'P01889')]"
6PYW,"[('P61769', 'P37268'), ('P61769', 'P01889'), ('P37268', 'P01889')]"
6PZ5,"[('P61769', 'P37268'), ('P61769', 'P01889'), ('P37268', 'P01889')]"
6Q2J,"[('Q99988', 'P07949'), ('Q99988', 'Q6UXV0'), ('P07949', 'Q6UXV0')]"
6Q2N,"[('P56159', 'P07949'), ('P56159', 'P39905'), ('P07949', 'P39905')]"
6Q2O,"[('Q99748', 'P07949'), ('Q99748', 'O00451'), ('P07949', 'O00451')]"
6Q2R,"[('Q99748', 'P07949'), ('Q99748', 'O00451'), ('P07949', 'O00451')]"
6QIO,"[('P55899', 'P61769'), ('P55899', 'P02768'), ('P61769', 'P02768')]"
6QIP,"[('P55899', 'P61769'), ('P55899', 'P02768'), ('P61769', 'P02768')]"
6QML,"[('P15374', 'P0CG48'), ('P15374', 'P0CG47'), ('P0CG48', 'P0CG47')]"
6QMP,"[('P23511', 'Q13952'), ('P23511', 'P25208'), ('Q13952', 'P25208')]"
6QMQ,"[('P23511', 'Q13952'), ('P23511', 'P25208'), ('Q13952', 'P25208')]"
6QMS,"[('P23511', 'Q13952'), ('P23511', 'P25208'), ('Q13952', 'P25208')]"
6QNX,"[('P49711', 'Q8N3U4'), ('P49711', 'O60216'), ('Q8N3U4', 'O60216')]"
6QUS,"[('P68363', 'Q5T5Y3'), ('P68363', 'P07437'), ('Q5T5Y3', 'P07437')]"
6QVJ,"[('Q5T5Y3', 'P68363'), ('Q5T5Y3', 'P07437'), ('P68363', 'P07437')]"
6RP9,"[('P61769', 'P78358'), ('P61769', 'P04439'), ('P78358', 'P04439')]"
6RPA,"[('P61769', 'P78358'), ('P61769', 'P04439'), ('P78358', 'P04439')]"
6RPB,"[('P61769', 'P78358'), ('P61769', 'P04439'), ('P78358', 'P04439')]"
6RPR,"[('O75531', 'P50402'), ('O75531', 'P02545'), ('P50402', 'P02545')]"
6RSY,"[('P61769', 'P04439'), ('P61769', 'P19544'), ('P04439', 'P19544')]"
6RUR,"[('P27918', 'P00751'), ('P27918', 'P01024'), ('P00751', 'P01024')]"
6RUV,"[('P27918', 'P00751'), ('P27918', 'P01024'), ('P00751', 'P01024')]"
6S53,"[('P61088', 'P19474'), ('P61088', 'P0CG48'), ('P19474', 'P0CG48')]"
6SO5,"[('P49069', 'O00258'), ('P49069', 'O43681'), ('O00258', 'O43681')]"
6SQO,"[('Q00987', 'P62979'), ('Q00987', 'P62837'), ('P62979', 'P62837')]"
6SQR,"[('P62979', 'P0CG48'), ('P62979', 'P62837'), ('P0CG48', 'P62837')]"
6SYT,"[('Q9H0W8', 'Q8ND04'), ('Q9H0W8', 'Q96Q15'), ('Q8ND04', 'Q96Q15')]"
6T7F,"[('P61077', 'P0CG48'), ('P61077', 'O75592'), ('P0CG48', 'O75592')]"
6TB2,"[('P00738', 'P69905'), ('P00738', 'P68871'), ('P69905', 'P68871')]"
6TD3,"[('Q9NYV4', 'Q16531'), ('Q9NYV4', 'O75909'), ('Q16531', 'O75909')]"
6TGC,"[('P63000', 'Q92608'), ('P63000', 'Q92556'), ('Q92608', 'Q92556')]"
6TMO,"[('A0A5B8RNS7', 'P61769'), ('A0A5B8RNS7', 'Q16655'), ('P61769', 'Q16655')]"
6TRN,"[('P61769', 'P43358'), ('P61769', 'Q53Z42'), ('P43358', 'Q53Z42')]"
6TRO,"[('P61769', 'P43358'), ('P61769', 'Q53Z42'), ('P43358', 'Q53Z42')]"
6UDJ,"[('S6B2B6', 'Q8N355'), ('S6B2B6', 'Q6PIL8'), ('Q8N355', 'Q6PIL8')]"
6UE7,"[('P01876', 'P01591'), ('P01876', 'P01833'), ('P01591', 'P01833')]"
6UE8,"[('P01877', 'P01591'), ('P01877', 'P01833'), ('P01591', 'P01833')]"
6UE9,"[('P01877', 'P01591'), ('P01877', 'P01833'), ('P01591', 'P01833')]"
6UEA,"[('P01877', 'P01591'), ('P01877', 'P01833'), ('P01591', 'P01833')]"
6UJ7,"[('P48735', 'P61769'), ('P48735', 'P01889'), ('P61769', 'P01889')]"
6UJ8,"[('P48735', 'P61769'), ('P48735', 'P01889'), ('P61769', 'P01889')]"
6UJ9,"[('P48735', 'P61769'), ('P48735', 'P01889'), ('P61769', 'P01889')]"
6UJO,"[('P61769', 'Q5VTY9'), ('P61769', 'U5YJP1'), ('Q5VTY9', 'U5YJP1')]"
6UJQ,"[('P61769', 'Q5VTY9'), ('P61769', 'U5YJP1'), ('Q5VTY9', 'U5YJP1')]"
6UK2,"[('P61769', 'Q5VTY9'), ('P61769', 'U5YJP1'), ('Q5VTY9', 'U5YJP1')]"
6UK4,"[('P61769', 'Q5VTY9'), ('P61769', 'U5YJP1'), ('Q5VTY9', 'U5YJP1')]"
6ULI,"[('C1K0Y1', 'P61769'), ('C1K0Y1', 'P01111'), ('P61769', 'P01111')]"
6ULK,"[('C1K0Y1', 'P61769'), ('C1K0Y1', 'P01111'), ('P61769', 'P01111')]"
6ULN,"[('C1K0Y1', 'P61769'), ('C1K0Y1', 'P01111'), ('P61769', 'P01111')]"
6ULR,"[('C1K0Y1', 'P61769'), ('C1K0Y1', 'P01111'), ('P61769', 'P01111')]"
6UML,"[('Q96SW2', 'Q16531'), ('Q96SW2', 'Q9UJQ4'), ('Q16531', 'Q9UJQ4')]"
6UMX,"[('Q5EFE5', 'P0DOY2'), ('Q5EFE5', 'O14793'), ('P0DOY2', 'O14793')]"
6UON,"[('C1K0Y1', 'P61769'), ('C1K0Y1', 'P01111'), ('P61769', 'P01111')]"
6UP7,"[('P30989', 'P49407'), ('P30989', 'P30990'), ('P49407', 'P30990')]"
6UXE,"[('Q9Y697', 'Q9HD34'), ('Q9Y697', 'Q9H1K1'), ('Q9HD34', 'Q9H1K1')]"
6UYI,"[('Q99460', 'Q16186'), ('Q99460', 'P0CG47'), ('Q16186', 'P0CG47')]"
6UYJ,"[('Q99460', 'Q16186'), ('Q99460', 'P0CG47'), ('Q16186', 'P0CG47')]"
6UZ1,"[('P61769', 'P14079'), ('P61769', 'A0A140T913'), ('P14079', 'A0A140T913')]"
6V0N,"[('O14744', 'Q9BQA1'), ('O14744', 'Q9BRS2'), ('Q9BQA1', 'Q9BRS2')]"
6V0O,"[('O14744', 'P54105'), ('O14744', 'Q9BQA1'), ('P54105', 'Q9BQA1')]"
6V0Y,"[('P01903', 'P01911'), ('P01903', 'P02675'), ('P01911', 'P02675')]"
6V13,"[('P01903', 'P01911'), ('P01903', 'P02675'), ('P01911', 'P02675')]"
6V15,"[('P01903', 'P01911'), ('P01903', 'P02675'), ('P01911', 'P02675')]"
6V18,"[('P01903', 'P01911'), ('P01903', 'P02675'), ('P01911', 'P02675')]"
6V19,"[('P01903', 'P01911'), ('P01903', 'P02675'), ('P01911', 'P02675')]"
6V1A,"[('P01903', 'P01911'), ('P01903', 'P02675'), ('P01911', 'P02675')]"
6V3J,"[('P61769', 'I3ZN84'), ('P61769', 'P43629'), ('I3ZN84', 'P43629')]"
6V4U,"[('Q96LT7', 'Q9HAD4'), ('Q96LT7', 'Q8TEV9'), ('Q9HAD4', 'Q8TEV9')]"
6V65,"[('Q7Z699', 'P21359'), ('Q7Z699', 'P01116'), ('P21359', 'P01116')]"
6V6F,"[('Q7Z699', 'P21359'), ('Q7Z699', 'P01116'), ('P21359', 'P01116')]"
6VAE,"[('Q9NVI1', 'P0CG48'), ('Q9NVI1', 'Q9BXW9'), ('P0CG48', 'Q9BXW9')]"
6VAF,"[('Q9NVI1', 'P0CG48'), ('Q9NVI1', 'Q9BXW9'), ('P0CG48', 'Q9BXW9')]"
6VCD,"[('Q9UKA1', 'P48200'), ('Q9UKA1', 'P63208'), ('P48200', 'P63208')]"
6VGD,"[('Q13951', 'Q01543'), ('Q13951', 'Q13950'), ('Q01543', 'Q13950')]"
6VGE,"[('Q13951', 'P11308'), ('Q13951', 'Q13950'), ('P11308', 'Q13950')]"
6VGG,"[('Q13951', 'P11308'), ('Q13951', 'Q13950'), ('P11308', 'Q13950')]"
6VM7,"[('P40967', 'P61769'), ('P40967', 'A0A140T913'), ('P61769', 'A0A140T913')]"
6VM8,"[('P40967', 'P61769'), ('P40967', 'A0A140T913'), ('P61769', 'A0A140T913')]"
6VM9,"[('P40967', 'P61769'), ('P40967', 'A0A140T913'), ('P61769', 'A0A140T913')]"
6VMA,"[('P40967', 'P61769'), ('P40967', 'A0A140T913'), ('P61769', 'A0A140T913')]"
6VMC,"[('P40967', 'P61769'), ('P40967', 'A0A140T913'), ('P61769', 'A0A140T913')]"
6VQO,"[('P61769', 'P04637'), ('P61769', 'A0A140T913'), ('P04637', 'A0A140T913')]"
6VR1,"[('P61769', 'P04637'), ('P61769', 'A0A140T913'), ('P04637', 'A0A140T913')]"
6VR5,"[('P61769', 'P04637'), ('P61769', 'A0A140T913'), ('P04637', 'A0A140T913')]"
6VRM,"[('P61769', 'P04637'), ('P61769', 'A0A140T913'), ('P04637', 'A0A140T913')]"
6VRN,"[('P61769', 'P04637'), ('P61769', 'A0A140T913'), ('P04637', 'A0A140T913')]"
6W1D,"[('Q9Y697', 'Q9HD34'), ('Q9Y697', 'Q9H1K1'), ('Q9HD34', 'Q9H1K1')]"
6W3J,"[('O00444', 'Q8TEP8'), ('O00444', 'Q5VWP2'), ('Q8TEP8', 'Q5VWP2')]"
6W51,"[('P61769', 'P04637'), ('P61769', 'A0A140T913'), ('P04637', 'A0A140T913')]"
6W66,"[('P63208', 'Q9UF56'), ('P63208', 'Q14145'), ('Q9UF56', 'Q14145')]"
6W6W,"[('Q2NKJ3', 'Q86WV5'), ('Q2NKJ3', 'Q9H668'), ('Q86WV5', 'Q9H668')]"
6W9D,"[('Q9NVW2', 'P0CG48'), ('Q9NVW2', 'P62837'), ('P0CG48', 'P62837')]"
6WI2,"[('Q9Y697', 'Q9HD34'), ('Q9Y697', 'Q9H1K1'), ('Q9HD34', 'Q9H1K1')]"
6WIH,"[('Q9Y697', 'Q9HD34'), ('Q9Y697', 'Q9H1K1'), ('Q9HD34', 'Q9H1K1')]"
6WNA,"[('P01861', 'P55899'), ('P01861', 'P61769'), ('P55899', 'P61769')]"
6WNX,"[('Q9UKB1', 'P63208'), ('Q9UKB1', 'P35222'), ('P63208', 'P35222')]"
6WOL,"[('P01861', 'P55899'), ('P01861', 'P61769'), ('P55899', 'P61769')]"
6WS0,"[('Q9UI95', 'O60673'), ('Q9UI95', 'Q9UBZ9'), ('O60673', 'Q9UBZ9')]"
6WS5,"[('Q9UI95', 'O60673'), ('Q9UI95', 'Q9UBZ9'), ('O60673', 'Q9UBZ9')]"
6WTH,"[('P37088', 'P51170'), ('P37088', 'P51168'), ('P51170', 'P51168')]"
6X0U,"[('Q08AG7', 'Q96CW5'), ('Q08AG7', 'Q96RT7'), ('Q96CW5', 'Q96RT7')]"
6X0V,"[('Q6P582', 'Q96SN8'), ('Q6P582', 'Q9BSJ2'), ('Q96SN8', 'Q9BSJ2')]"
6X3S,"[('P14867', 'P47870'), ('P14867', 'P18507'), ('P47870', 'P18507')]"
6X3T,"[('P14867', 'P47870'), ('P14867', 'P18507'), ('P47870', 'P18507')]"
6X3U,"[('P14867', 'P47870'), ('P14867', 'P18507'), ('P47870', 'P18507')]"
6X3V,"[('P14867', 'P47870'), ('P14867', 'P18507'), ('P47870', 'P18507')]"
6X3W,"[('P14867', 'P47870'), ('P14867', 'P18507'), ('P47870', 'P18507')]"
6X3X,"[('P14867', 'P47870'), ('P14867', 'P18507'), ('P47870', 'P18507')]"
6X3Z,"[('P14867', 'P47870'), ('P14867', 'P18507'), ('P47870', 'P18507')]"
6X40,"[('P14867', 'P47870'), ('P14867', 'P18507'), ('P47870', 'P18507')]"
6X93,"[('Q08334', 'Q13651'), ('Q08334', 'P22301'), ('Q13651', 'P22301')]"
6XBZ,"[('P50613', 'P51948'), ('P50613', 'P51946'), ('P51948', 'P51946')]"
