Entry_ID,Source_Organism,Accession_Code
6I7Q,Homo sapiens,"('Q15370', 'Q99814')"
6I7Q,Homo sapiens,"('Q15370', 'P40337')"
6I7Q,Homo sapiens,"('Q99814', 'P40337')"
6IY6,Homo sapiens,"('P14868', 'Q13155')"
6IY6,Homo sapiens,"('P14868', 'P07814')"
6IY6,Homo sapiens,"('Q13155', 'P07814')"
6J4V,Homo sapiens,"('P68363', 'Q86V25')"
6J4V,Homo sapiens,"('P68363', 'Q8N300')"
6J4V,Homo sapiens,"('Q86V25', 'Q8N300')"
6J74,Homo sapiens,"('Q7Z6K3', 'P53611')"
6J74,Homo sapiens,"('Q7Z6K3', 'O15498')"
6J74,Homo sapiens,"('P53611', 'O15498')"
6J7F,Homo sapiens,"('Q7Z6K3', 'P53611')"
6J7F,Homo sapiens,"('Q7Z6K3', 'O15498')"
6J7F,Homo sapiens,"('P53611', 'O15498')"
6J7X,Homo sapiens,"('Q7Z6K3', 'P53611')"
6J7X,Homo sapiens,"('Q7Z6K3', 'O15498')"
6J7X,Homo sapiens,"('P53611', 'O15498')"
6J8F,Homo sapiens,"('Q7L8A9', 'Q8N300')"
6J8F,Homo sapiens,"('Q7L8A9', 'Q71U36')"
6J8F,Homo sapiens,"('Q8N300', 'Q71U36')"
6J8G,Homo sapiens,"('O60939', 'Q15858')"
6J8G,Homo sapiens,"('O60939', 'Q07699')"
6J8G,Homo sapiens,"('Q15858', 'Q07699')"
6J8H,Homo sapiens,"('O60939', 'Q15858')"
6J8H,Homo sapiens,"('O60939', 'Q07699')"
6J8H,Homo sapiens,"('Q15858', 'Q07699')"
6J8I,Homo sapiens,"('O60939', 'Q15858')"
6J8I,Homo sapiens,"('O60939', 'Q07699')"
6J8I,Homo sapiens,"('Q15858', 'Q07699')"
6J8J,Homo sapiens,"('O60939', 'Q15858')"
6J8J,Homo sapiens,"('O60939', 'Q07699')"
6J8J,Homo sapiens,"('Q15858', 'Q07699')"
6J8O,Homo sapiens,"('Q7L8A9', 'P68363')"
6J8O,Homo sapiens,"('Q7L8A9', 'Q8N300')"
6J8O,Homo sapiens,"('P68363', 'Q8N300')"
6JLQ,Homo sapiens,"('P62068', 'Q8TAF3')"
6JLQ,Homo sapiens,"('P62068', 'Q8TBZ3')"
6JLQ,Homo sapiens,"('Q8TAF3', 'Q8TBZ3')"
6JTN,Homo sapiens,"('C1K0Y1', 'P01116')"
6JTN,Homo sapiens,"('C1K0Y1', 'P61769')"
6JTN,Homo sapiens,"('P01116', 'P61769')"
6JTO,Homo sapiens,"('P10321', 'P61769')"
6JTO,Homo sapiens,"('P10321', 'P01116')"
6JTO,Homo sapiens,"('P61769', 'P01116')"
6JTP,Homo sapiens,"('P01116', 'C1K0Y1')"
6JTP,Homo sapiens,"('P01116', 'P61769')"
6JTP,Homo sapiens,"('C1K0Y1', 'P61769')"
6K41,Homo sapiens,"('P09471', 'P59768')"
6K41,Homo sapiens,"('P09471', 'Q28838, P18089')"
6K41,Homo sapiens,"('P59768', 'Q28838, P18089')"
6KTO,Homo sapiens,"('Q9UI95', 'Q6ZNX1')"
6KTO,Homo sapiens,"('Q9UI95', 'Q86V20')"
6KTO,Homo sapiens,"('Q6ZNX1', 'Q86V20')"
6KXS,Homo sapiens,"('P01871', 'P01591')"
6KXS,Homo sapiens,"('P01871', 'P01833')"
6KXS,Homo sapiens,"('P01591', 'P01833')"
6KXV,Homo sapiens,"('P62805', 'P04908')"
6KXV,Homo sapiens,"('P62805', 'P06899')"
6KXV,Homo sapiens,"('P04908', 'P06899')"
6L54,Homo sapiens,"('Q96Q15', 'Q8ND04')"
6L54,Homo sapiens,"('Q96Q15', 'Q9H0W8')"
6L54,Homo sapiens,"('Q8ND04', 'Q9H0W8')"
6LPB,Homo sapiens,"('P18509', 'P41586')"
6LPB,Homo sapiens,"('P18509', 'P63092')"
6LPB,Homo sapiens,"('P41586', 'P63092')"
6LT0,Homo sapiens,"('Q9HAD4', 'Q8TEV9')"
6LT0,Homo sapiens,"('Q9HAD4', 'Q96LT7')"
6LT0,Homo sapiens,"('Q8TEV9', 'Q96LT7')"
6LX3,Homo sapiens,"('P01591', 'P60568, P01876')"
6LX3,Homo sapiens,"('P01591', 'P01833')"
6LX3,Homo sapiens,"('P60568, P01876', 'P01833')"
6LXW,Homo sapiens,"('P60568, P01876', 'P01591')"
6LXW,Homo sapiens,"('P60568, P01876', 'P01833')"
6LXW,Homo sapiens,"('P01591', 'P01833')"
6M4W,Homo sapiens,"('P0AEX9, P62942', 'P62942')"
6M4W,Homo sapiens,"('P0AEX9, P62942', 'P42345')"
6M4W,Homo sapiens,"('P62942', 'P42345')"
6M8S,Homo sapiens,"('P62873', 'P59768')"
6M8S,Homo sapiens,"('P62873', 'Q96CX2')"
6M8S,Homo sapiens,"('P59768', 'Q96CX2')"
6M90,Homo sapiens,"('Q9Y297', 'P63208')"
6M90,Homo sapiens,"('Q9Y297', 'P35222')"
6M90,Homo sapiens,"('P63208', 'P35222')"
6M91,Homo sapiens,"('Q9Y297', 'P63208')"
6M91,Homo sapiens,"('Q9Y297', 'P35222')"
6M91,Homo sapiens,"('P63208', 'P35222')"
6M92,Homo sapiens,"('Q9Y297', 'P63208')"
6M92,Homo sapiens,"('Q9Y297', 'P35222')"
6M92,Homo sapiens,"('P63208', 'P35222')"
6M93,Homo sapiens,"('Q9Y297', 'P63208')"
6M93,Homo sapiens,"('Q9Y297', 'P35222')"
6M93,Homo sapiens,"('P63208', 'P35222')"
6M94,Homo sapiens,"('Q9Y297', 'P63208')"
6M94,Homo sapiens,"('Q9Y297', 'P35222')"
6M94,Homo sapiens,"('P63208', 'P35222')"
6MPP,Homo sapiens,"('P04439', 'P01111')"
6MPP,Homo sapiens,"('P04439', 'P61769')"
6MPP,Homo sapiens,"('P01111', 'P61769')"
6NAJ,Homo sapiens,"('P06756', 'P05106')"
6NAJ,Homo sapiens,"('P06756', 'P02751')"
6NAJ,Homo sapiens,"('P05106', 'P02751')"
6NBW,Homo sapiens,"('P60709', 'Q93015')"
6NBW,Homo sapiens,"('P60709', 'P07737')"
6NBW,Homo sapiens,"('Q93015', 'P07737')"
6NIX,Homo sapiens,"('P01903', 'P01911')"
6NIX,Homo sapiens,"('P01903', 'P02458')"
6NIX,Homo sapiens,"('P01911', 'P02458')"
6NMY,Homo sapiens,"('P26951', 'P32927')"
6NMY,Homo sapiens,"('P26951', 'P08700')"
6NMY,Homo sapiens,"('P32927', 'P08700')"
6NTS,Homo sapiens,"('P30153', 'Q15172')"
6NTS,Homo sapiens,"('P30153', 'P67775')"
6NTS,Homo sapiens,"('Q15172', 'P67775')"
6NUC,Homo sapiens,"('Q08209', 'P63098')"
6NUC,Homo sapiens,"('Q08209', 'P19634')"
6NUC,Homo sapiens,"('P63098', 'P19634')"
6NUF,Homo sapiens,"('Q08209', 'P63098')"
6NUF,Homo sapiens,"('Q08209', 'P19634')"
6NUF,Homo sapiens,"('P63098', 'P19634')"
6NUU,Homo sapiens,"('Q08209', 'P63098')"
6NUU,Homo sapiens,"('Q08209', 'P19634')"
6NUU,Homo sapiens,"('P63098', 'P19634')"
6O4Y,Homo sapiens,"('A0A140T913', 'P61769')"
6O4Y,Homo sapiens,"('A0A140T913', 'P01116')"
6O4Y,Homo sapiens,"('P61769', 'P01116')"
6O9B,Homo sapiens,"('P04439', 'P61769')"
6O9B,Homo sapiens,"('P04439', 'P35222')"
6O9B,Homo sapiens,"('P61769', 'P35222')"
6O9C,Homo sapiens,"('P04439', 'P61769')"
6O9C,Homo sapiens,"('P04439', 'P35222')"
6O9C,Homo sapiens,"('P61769', 'P35222')"
6OEL,Homo sapiens,"('P24394', 'P31785')"
6OEL,Homo sapiens,"('P24394', 'P05112')"
6OEL,Homo sapiens,"('P31785', 'P05112')"
6OI4,Homo sapiens,"('Q16186', 'P0CG48')"
6OI4,Homo sapiens,"('Q16186', 'Q99460')"
6OI4,Homo sapiens,"('P0CG48', 'Q99460')"
6OKP,Homo sapiens,"('S6B291', 'Q8N5F4')"
6OKP,Homo sapiens,"('S6B291', 'P01834')"
6OKP,Homo sapiens,"('Q8N5F4', 'P01834')"
6OM2,Homo sapiens,"('P06756', 'P26012')"
6OM2,Homo sapiens,"('P06756', 'P01137')"
6OM2,Homo sapiens,"('P26012', 'P01137')"
6P3W,Homo sapiens,"('P24941', 'P20248')"
6P3W,Homo sapiens,"('P24941', 'Q13415')"
6P3W,Homo sapiens,"('P20248', 'Q13415')"
6P59,Homo sapiens,"('Q13951', 'Q15370')"
6P59,Homo sapiens,"('Q13951', 'Q15369')"
6P59,Homo sapiens,"('Q15370', 'Q15369')"
6P64,Homo sapiens,"('Q53Z42', 'P61769')"
6P64,Homo sapiens,"('Q53Z42', 'Q5VTY9')"
6P64,Homo sapiens,"('P61769', 'Q5VTY9')"
6P8E,Homo sapiens,"('P24385', 'P46527')"
6P8E,Homo sapiens,"('P24385', 'P11802')"
6P8E,Homo sapiens,"('P46527', 'P11802')"
6P8F,Homo sapiens,"('P24385', 'P46527')"
6P8F,Homo sapiens,"('P24385', 'P11802')"
6P8F,Homo sapiens,"('P46527', 'P11802')"
6P8G,Homo sapiens,"('P24385', 'P11802')"
6P8G,Homo sapiens,"('P24385', 'P46527')"
6P8G,Homo sapiens,"('P11802', 'P46527')"
6P8H,Homo sapiens,"('P24385', 'P11802')"
6P8H,Homo sapiens,"('P24385', 'P38936')"
6P8H,Homo sapiens,"('P11802', 'P38936')"
6PA1,Homo sapiens,"('P10321', 'P61769')"
6PA1,Homo sapiens,"('P10321', 'P43627')"
6PA1,Homo sapiens,"('P61769', 'P43627')"
6PAG,Homo sapiens,"('P10321', 'P61769')"
6PAG,Homo sapiens,"('P10321', 'P43628')"
6PAG,Homo sapiens,"('P61769', 'P43628')"
6PPL,Homo sapiens,"('Q9GZZ1', 'Q9BXJ9')"
6PPL,Homo sapiens,"('Q9GZZ1', 'P41227')"
6PPL,Homo sapiens,"('Q9BXJ9', 'P41227')"
6PTB,Homo sapiens,"('P04439', 'P61769')"
6PTB,Homo sapiens,"('P04439', 'Q68CZ6')"
6PTB,Homo sapiens,"('P61769', 'Q68CZ6')"
6PTE,Homo sapiens,"('P04439', 'P61769')"
6PTE,Homo sapiens,"('P04439', 'Q68CZ6')"
6PTE,Homo sapiens,"('P61769', 'Q68CZ6')"
6PTS,Homo sapiens,"('P02647', 'P01116')"
6PTS,Homo sapiens,"('P02647', 'P04049')"
6PTS,Homo sapiens,"('P01116', 'P04049')"
6PTW,Homo sapiens,"('P02647', 'P04049')"
6PTW,Homo sapiens,"('P02647', 'P01116')"
6PTW,Homo sapiens,"('P04049', 'P01116')"
6PWW,Homo sapiens,"('Q15291', 'P61964')"
6PWW,Homo sapiens,"('Q15291', 'Q03164')"
6PWW,Homo sapiens,"('P61964', 'Q03164')"
6PX6,Homo sapiens,"('Q08AS3', 'A0A0U5IHY9')"
6PX6,Homo sapiens,"('Q08AS3', 'K7N5M3')"
6PX6,Homo sapiens,"('A0A0U5IHY9', 'K7N5M3')"
6PY8,Homo sapiens,"('Q7Z6K4', 'Q06330')"
6PY8,Homo sapiens,"('Q7Z6K4', 'P46531')"
6PY8,Homo sapiens,"('Q06330', 'P46531')"
6PYJ,Homo sapiens,"('A0A583ZBQ2', 'P61769')"
6PYJ,Homo sapiens,"('A0A583ZBQ2', 'P37268')"
6PYJ,Homo sapiens,"('P61769', 'P37268')"
6PYV,Homo sapiens,"('P01889', 'P61769')"
6PYV,Homo sapiens,"('P01889', 'P37268')"
6PYV,Homo sapiens,"('P61769', 'P37268')"
6PYW,Homo sapiens,"('P01889', 'P61769')"
6PYW,Homo sapiens,"('P01889', 'P37268')"
6PYW,Homo sapiens,"('P61769', 'P37268')"
6PZ5,Homo sapiens,"('P01889', 'P61769')"
6PZ5,Homo sapiens,"('P01889', 'P37268')"
6PZ5,Homo sapiens,"('P61769', 'P37268')"
6Q2J,Homo sapiens,"('Q99988', 'Q6UXV0')"
6Q2J,Homo sapiens,"('Q99988', 'P07949')"
6Q2J,Homo sapiens,"('Q6UXV0', 'P07949')"
6Q2N,Homo sapiens,"('P39905', 'P56159')"
6Q2N,Homo sapiens,"('P39905', 'P07949')"
6Q2N,Homo sapiens,"('P56159', 'P07949')"
6Q2O,Homo sapiens,"('Q99748', 'O00451')"
6Q2O,Homo sapiens,"('Q99748', 'P07949')"
6Q2O,Homo sapiens,"('O00451', 'P07949')"
6Q2R,Homo sapiens,"('Q99748', 'O00451')"
6Q2R,Homo sapiens,"('Q99748', 'P07949')"
6Q2R,Homo sapiens,"('O00451', 'P07949')"
6Q2S,Homo sapiens,"('Q12306, Q5T4W7', 'O60609')"
6Q2S,Homo sapiens,"('Q12306, Q5T4W7', 'P07949')"
6Q2S,Homo sapiens,"('O60609', 'P07949')"
6QH6,Homo sapiens,"('P63010', 'P84092')"
6QH6,Homo sapiens,"('P63010', 'P01730')"
6QH6,Homo sapiens,"('P84092', 'P01730')"
6QH7,Homo sapiens,"('P63010', 'P84092')"
6QH7,Homo sapiens,"('P63010', 'P01730')"
6QH7,Homo sapiens,"('P84092', 'P01730')"
6QIO,Homo sapiens,"('P02768', 'P55899')"
6QIO,Homo sapiens,"('P02768', 'P61769')"
6QIO,Homo sapiens,"('P55899', 'P61769')"
6QIP,Homo sapiens,"('P02768', 'P55899')"
6QIP,Homo sapiens,"('P02768', 'P61769')"
6QIP,Homo sapiens,"('P55899', 'P61769')"
6QML,Homo sapiens,"('P15374', 'P0CG47')"
6QML,Homo sapiens,"('P15374', 'P0CG48')"
6QML,Homo sapiens,"('P0CG47', 'P0CG48')"
6QMP,Homo sapiens,"('P23511', 'P25208')"
6QMP,Homo sapiens,"('P23511', 'Q13952')"
6QMP,Homo sapiens,"('P25208', 'Q13952')"
6QMQ,Homo sapiens,"('P23511', 'P25208')"
6QMQ,Homo sapiens,"('P23511', 'Q13952')"
6QMQ,Homo sapiens,"('P25208', 'Q13952')"
6QMS,Homo sapiens,"('P23511', 'P25208')"
6QMS,Homo sapiens,"('P23511', 'Q13952')"
6QMS,Homo sapiens,"('P25208', 'Q13952')"
6QNX,Homo sapiens,"('Q8N3U4', 'O60216')"
6QNX,Homo sapiens,"('Q8N3U4', 'P49711')"
6QNX,Homo sapiens,"('O60216', 'P49711')"
6QUS,Homo sapiens,"('P68363', 'Q5T5Y3')"
6QUS,Homo sapiens,"('P68363', 'P07437')"
6QUS,Homo sapiens,"('Q5T5Y3', 'P07437')"
6QVJ,Homo sapiens,"('Q5T5Y3', 'P68363')"
6QVJ,Homo sapiens,"('Q5T5Y3', 'P07437')"
6QVJ,Homo sapiens,"('P68363', 'P07437')"
6R0E,Homo sapiens,"('P01903', 'P01911')"
6R0E,Homo sapiens,"('P01903', 'P03435')"
6R0E,Homo sapiens,"('P01911', 'P03435')"
6RP9,Homo sapiens,"('P04439', 'P61769')"
6RP9,Homo sapiens,"('P04439', 'P78358')"
6RP9,Homo sapiens,"('P61769', 'P78358')"
6RPA,Homo sapiens,"('P04439', 'P61769')"
6RPA,Homo sapiens,"('P04439', 'P78358')"
6RPA,Homo sapiens,"('P61769', 'P78358')"
6RPB,Homo sapiens,"('P04439', 'P61769')"
6RPB,Homo sapiens,"('P04439', 'P78358')"
6RPB,Homo sapiens,"('P61769', 'P78358')"
6RPR,Homo sapiens,"('P02545', 'O75531')"
6RPR,Homo sapiens,"('P02545', 'P50402')"
6RPR,Homo sapiens,"('O75531', 'P50402')"
6RSY,Homo sapiens,"('P04439', 'P61769')"
6RSY,Homo sapiens,"('P04439', 'P19544')"
6RSY,Homo sapiens,"('P61769', 'P19544')"
6RUR,Homo sapiens,"('P27918', 'P01024')"
6RUR,Homo sapiens,"('P27918', 'P00751')"
6RUR,Homo sapiens,"('P01024', 'P00751')"
6RUV,Homo sapiens,"('P27918', 'P01024')"
6RUV,Homo sapiens,"('P27918', 'P00751')"
6RUV,Homo sapiens,"('P01024', 'P00751')"
6S53,Homo sapiens,"('P61088', 'P0CG48')"
6S53,Homo sapiens,"('P61088', 'P19474')"
6S53,Homo sapiens,"('P0CG48', 'P19474')"
6SO5,Homo sapiens,"('O43681', 'O00258')"
6SO5,Homo sapiens,"('O43681', 'P49069')"
6SO5,Homo sapiens,"('O00258', 'P49069')"
6SQO,Homo sapiens,"('Q00987', 'P62837')"
6SQO,Homo sapiens,"('Q00987', 'P62979')"
6SQO,Homo sapiens,"('P62837', 'P62979')"
6SQR,Homo sapiens,"('P62837', 'P62979')"
6SQR,Homo sapiens,"('P62837', 'P0CG48')"
6SQR,Homo sapiens,"('P62979', 'P0CG48')"
6SYT,Homo sapiens,"('Q96Q15', 'Q8ND04')"
6SYT,Homo sapiens,"('Q96Q15', 'Q9H0W8')"
6SYT,Homo sapiens,"('Q8ND04', 'Q9H0W8')"
6T7F,Homo sapiens,"('O75592', 'P61077')"
6T7F,Homo sapiens,"('O75592', 'P0CG48')"
6T7F,Homo sapiens,"('P61077', 'P0CG48')"
6TB2,Homo sapiens,"('P69905', 'P68871')"
6TB2,Homo sapiens,"('P69905', 'P00738')"
6TB2,Homo sapiens,"('P68871', 'P00738')"
6TD3,Homo sapiens,"('Q16531', 'Q9NYV4')"
6TD3,Homo sapiens,"('Q16531', 'O75909')"
6TD3,Homo sapiens,"('Q9NYV4', 'O75909')"
6TGC,Homo sapiens,"('Q92608', 'Q92556')"
6TGC,Homo sapiens,"('Q92608', 'P63000')"
6TGC,Homo sapiens,"('Q92556', 'P63000')"
6TMO,Homo sapiens,"('A0A5B8RNS7', 'P61769')"
6TMO,Homo sapiens,"('A0A5B8RNS7', 'Q16655')"
6TMO,Homo sapiens,"('P61769', 'Q16655')"
6TRN,Homo sapiens,"('Q53Z42', 'P61769')"
6TRN,Homo sapiens,"('Q53Z42', 'P43358')"
6TRN,Homo sapiens,"('P61769', 'P43358')"
6TRO,Homo sapiens,"('Q53Z42', 'P61769')"
6TRO,Homo sapiens,"('Q53Z42', 'P43358')"
6TRO,Homo sapiens,"('P61769', 'P43358')"
6U1N,Homo sapiens,"('P08172, P30518', 'V9HW68')"
6U1N,Homo sapiens,"('P08172, P30518', 'Q7Z3Y4')"
6U1N,Homo sapiens,"('V9HW68', 'Q7Z3Y4')"
6UDJ,Homo sapiens,"('S6B2B6', 'Q6PIL8')"
6UDJ,Homo sapiens,"('S6B2B6', 'Q8N355')"
6UDJ,Homo sapiens,"('Q6PIL8', 'Q8N355')"
6UE7,Homo sapiens,"('P01876', 'P01833')"
6UE7,Homo sapiens,"('P01876', 'P01591')"
6UE7,Homo sapiens,"('P01833', 'P01591')"
6UE8,Homo sapiens,"('P01877', 'P01833')"
6UE8,Homo sapiens,"('P01877', 'P01591')"
6UE8,Homo sapiens,"('P01833', 'P01591')"
6UE9,Homo sapiens,"('P01877', 'P01833')"
6UE9,Homo sapiens,"('P01877', 'P01591')"
6UE9,Homo sapiens,"('P01833', 'P01591')"
6UEA,Homo sapiens,"('P01877', 'P01833')"
6UEA,Homo sapiens,"('P01877', 'P01591')"
6UEA,Homo sapiens,"('P01833', 'P01591')"
6UJ7,Homo sapiens,"('P01889', 'P61769')"
6UJ7,Homo sapiens,"('P01889', 'P48735')"
6UJ7,Homo sapiens,"('P61769', 'P48735')"
6UJ8,Homo sapiens,"('P01889', 'P61769')"
6UJ8,Homo sapiens,"('P01889', 'P48735')"
6UJ8,Homo sapiens,"('P61769', 'P48735')"
6UJ9,Homo sapiens,"('P01889', 'P61769')"
6UJ9,Homo sapiens,"('P01889', 'P48735')"
6UJ9,Homo sapiens,"('P61769', 'P48735')"
6UJO,Homo sapiens,"('U5YJP1', 'P61769')"
6UJO,Homo sapiens,"('U5YJP1', 'Q5VTY9')"
6UJO,Homo sapiens,"('P61769', 'Q5VTY9')"
6UJQ,Homo sapiens,"('U5YJP1', 'P61769')"
6UJQ,Homo sapiens,"('U5YJP1', 'Q5VTY9')"
6UJQ,Homo sapiens,"('P61769', 'Q5VTY9')"
6UK2,Homo sapiens,"('U5YJP1', 'P61769')"
6UK2,Homo sapiens,"('U5YJP1', 'Q5VTY9')"
6UK2,Homo sapiens,"('P61769', 'Q5VTY9')"
6UK4,Homo sapiens,"('U5YJP1', 'P61769')"
6UK4,Homo sapiens,"('U5YJP1', 'Q5VTY9')"
6UK4,Homo sapiens,"('P61769', 'Q5VTY9')"
6ULI,Homo sapiens,"('C1K0Y1', 'P61769')"
6ULI,Homo sapiens,"('C1K0Y1', 'P01111')"
6ULI,Homo sapiens,"('P61769', 'P01111')"
6ULK,Homo sapiens,"('C1K0Y1', 'P61769')"
6ULK,Homo sapiens,"('C1K0Y1', 'P01111')"
6ULK,Homo sapiens,"('P61769', 'P01111')"
6ULN,Homo sapiens,"('C1K0Y1', 'P61769')"
6ULN,Homo sapiens,"('C1K0Y1', 'P01111')"
6ULN,Homo sapiens,"('P61769', 'P01111')"
6ULR,Homo sapiens,"('P01111', 'C1K0Y1')"
6ULR,Homo sapiens,"('P01111', 'P61769')"
6ULR,Homo sapiens,"('C1K0Y1', 'P61769')"
6UMG,Homo sapiens,"('Q2N0S7', 'Q16602')"
6UMG,Homo sapiens,"('Q2N0S7', 'O60894')"
6UMG,Homo sapiens,"('Q16602', 'O60894')"
6UML,Homo sapiens,"('Q16531', 'Q96SW2')"
6UML,Homo sapiens,"('Q16531', 'Q9UJQ4')"
6UML,Homo sapiens,"('Q96SW2', 'Q9UJQ4')"
6UMX,Homo sapiens,"('O14793', 'P0DOY2')"
6UMX,Homo sapiens,"('O14793', 'Q5EFE5')"
6UMX,Homo sapiens,"('P0DOY2', 'Q5EFE5')"
6UP7,Homo sapiens,"('P30990', 'P49407')"
6UP7,Homo sapiens,"('P30990', 'P30989')"
6UP7,Homo sapiens,"('P49407', 'P30989')"
6UXE,Homo sapiens,"('Q9H1K1', 'Q9Y697')"
6UXE,Homo sapiens,"('Q9H1K1', 'Q9HD34')"
6UXE,Homo sapiens,"('Q9Y697', 'Q9HD34')"
6UYI,Homo sapiens,"('P0CG47', 'Q16186')"
6UYI,Homo sapiens,"('P0CG47', 'Q99460')"
6UYI,Homo sapiens,"('Q16186', 'Q99460')"
6UYJ,Homo sapiens,"('P0CG47', 'Q16186')"
6UYJ,Homo sapiens,"('P0CG47', 'Q99460')"
6UYJ,Homo sapiens,"('Q16186', 'Q99460')"
6UZ1,Homo sapiens,"('A0A140T913', 'P61769')"
6UZ1,Homo sapiens,"('A0A140T913', 'P14079')"
6UZ1,Homo sapiens,"('P61769', 'P14079')"
6V00,Homo sapiens,"('P51787', 'P0DP23')"
6V00,Homo sapiens,"('P51787', 'X5DSL3, Q9Y6H6')"
6V00,Homo sapiens,"('P0DP23', 'X5DSL3, Q9Y6H6')"
6V01,Homo sapiens,"('P0DP23', 'X5DSL3, Q9Y6H6')"
6V01,Homo sapiens,"('P0DP23', 'P51787')"
6V01,Homo sapiens,"('X5DSL3, Q9Y6H6', 'P51787')"
6V0N,Homo sapiens,"('Q9BQA1', 'O14744')"
6V0N,Homo sapiens,"('Q9BQA1', 'Q9BRS2')"
6V0N,Homo sapiens,"('O14744', 'Q9BRS2')"
6V0O,Homo sapiens,"('P54105', 'O14744')"
6V0O,Homo sapiens,"('P54105', 'Q9BQA1')"
6V0O,Homo sapiens,"('O14744', 'Q9BQA1')"
6V0Y,Homo sapiens,"('P01903', 'P01911')"
6V0Y,Homo sapiens,"('P01903', 'P02675')"
6V0Y,Homo sapiens,"('P01911', 'P02675')"
6V13,Homo sapiens,"('P01903', 'P01911')"
6V13,Homo sapiens,"('P01903', 'P02675')"
6V13,Homo sapiens,"('P01911', 'P02675')"
6V15,Homo sapiens,"('P01903', 'P01911')"
6V15,Homo sapiens,"('P01903', 'P02675')"
6V15,Homo sapiens,"('P01911', 'P02675')"
6V18,Homo sapiens,"('P01903', 'P01911')"
6V18,Homo sapiens,"('P01903', 'P02675')"
6V18,Homo sapiens,"('P01911', 'P02675')"
6V19,Homo sapiens,"('P01903', 'P01911')"
6V19,Homo sapiens,"('P01903', 'P02675')"
6V19,Homo sapiens,"('P01911', 'P02675')"
6V1A,Homo sapiens,"('P01903', 'P01911')"
6V1A,Homo sapiens,"('P01903', 'P02675')"
6V1A,Homo sapiens,"('P01911', 'P02675')"
6V3J,Homo sapiens,"('I3ZN84', 'P61769')"
6V3J,Homo sapiens,"('I3ZN84', 'P43629')"
6V3J,Homo sapiens,"('P61769', 'P43629')"
6V4U,Homo sapiens,"('Q9HAD4', 'Q96LT7')"
6V4U,Homo sapiens,"('Q9HAD4', 'Q8TEV9')"
6V4U,Homo sapiens,"('Q96LT7', 'Q8TEV9')"
6V65,Homo sapiens,"('Q7Z699', 'P21359')"
6V65,Homo sapiens,"('Q7Z699', 'P01116')"
6V65,Homo sapiens,"('P21359', 'P01116')"
6V6F,Homo sapiens,"('P01116', 'Q7Z699')"
6V6F,Homo sapiens,"('P01116', 'P21359')"
6V6F,Homo sapiens,"('Q7Z699', 'P21359')"
6VAE,Homo sapiens,"('Q9NVI1', 'Q9BXW9')"
6VAE,Homo sapiens,"('Q9NVI1', 'P0CG48')"
6VAE,Homo sapiens,"('Q9BXW9', 'P0CG48')"
6VAF,Homo sapiens,"('Q9NVI1', 'Q9BXW9')"
6VAF,Homo sapiens,"('Q9NVI1', 'P0CG48')"
6VAF,Homo sapiens,"('Q9BXW9', 'P0CG48')"
6VCD,Homo sapiens,"('P48200', 'Q9UKA1')"
6VCD,Homo sapiens,"('P48200', 'P63208')"
6VCD,Homo sapiens,"('Q9UKA1', 'P63208')"
6VGD,Homo sapiens,"('Q01543', 'Q13950')"
6VGD,Homo sapiens,"('Q01543', 'Q13951')"
6VGD,Homo sapiens,"('Q13950', 'Q13951')"
6VGE,Homo sapiens,"('P11308', 'Q13950')"
6VGE,Homo sapiens,"('P11308', 'Q13951')"
6VGE,Homo sapiens,"('Q13950', 'Q13951')"
6VGG,Homo sapiens,"('P11308', 'Q13950')"
6VGG,Homo sapiens,"('P11308', 'Q13951')"
6VGG,Homo sapiens,"('Q13950', 'Q13951')"
6VM8,Homo sapiens,"('A0A140T913', 'P61769')"
6VM8,Homo sapiens,"('A0A140T913', 'P40967')"
6VM8,Homo sapiens,"('P61769', 'P40967')"
6VM9,Homo sapiens,"('A0A140T913', 'P61769')"
6VM9,Homo sapiens,"('A0A140T913', 'P40967')"
6VM9,Homo sapiens,"('P61769', 'P40967')"
6VMA,Homo sapiens,"('A0A140T913', 'P61769')"
6VMA,Homo sapiens,"('A0A140T913', 'P40967')"
6VMA,Homo sapiens,"('P61769', 'P40967')"
6VMC,Homo sapiens,"('P40967', 'A0A140T913')"
6VMC,Homo sapiens,"('P40967', 'P61769')"
6VMC,Homo sapiens,"('A0A140T913', 'P61769')"
6VMS,Homo sapiens,"('P62873', 'P59768')"
6VMS,Homo sapiens,"('P62873', 'D9IEF7, P14416')"
6VMS,Homo sapiens,"('P59768', 'D9IEF7, P14416')"
6VMX,Homo sapiens,"('P01889', 'P61769')"
6VMX,Homo sapiens,"('P01889', 'P12977')"
6VMX,Homo sapiens,"('P61769', 'P12977')"
6VQO,Homo sapiens,"('A0A140T913', 'P61769')"
6VQO,Homo sapiens,"('A0A140T913', 'P04637')"
6VQO,Homo sapiens,"('P61769', 'P04637')"
6VR1,Homo sapiens,"('A0A140T913', 'P61769')"
6VR1,Homo sapiens,"('A0A140T913', 'P04637')"
6VR1,Homo sapiens,"('P61769', 'P04637')"
6VR5,Homo sapiens,"('A0A140T913', 'P61769')"
6VR5,Homo sapiens,"('A0A140T913', 'P04637')"
6VR5,Homo sapiens,"('P61769', 'P04637')"
6VRM,Homo sapiens,"('A0A140T913', 'P61769')"
6VRM,Homo sapiens,"('A0A140T913', 'P04637')"
6VRM,Homo sapiens,"('P61769', 'P04637')"
