Entry ID,Accession Code Combinations
6AT5,"[('P01889', 'P61769'), ('P01889', 'P78358'), ('P61769', 'P78358')]"
6AT9,"[('Q9UM73', 'P61769'), ('Q9UM73', 'P04439'), ('P61769', 'P04439')]"
6ATH,"[('P20248', 'P24941'), ('P20248', 'P46527'), ('P24941', 'P46527')]"
6ATI,"[('P01903', 'P08670'), ('P01903', 'A0A0A1I7H6'), ('P08670', 'A0A0A1I7H6')]"
6ATZ,"[('P01903', 'P02675'), ('P01903', 'A0A0A1I7H6'), ('P02675', 'A0A0A1I7H6')]"
6B1U,"[('Q9Y478', 'P54619'), ('Q9Y478', 'P54646'), ('P54619', 'P54646')]"
6B2E,"[('P54619', 'P54646'), ('P54619', 'O43741'), ('P54646', 'O43741')]"
6B4I,"[('Q9UMR2', 'O15504'), ('Q9UMR2', 'Q53GS7'), ('O15504', 'Q53GS7')]"
6B4J,"[('Q9UMR2', 'O15504'), ('Q9UMR2', 'Q53GS7'), ('O15504', 'Q53GS7')]"
6B7Z,"[('Q6GMX0', 'P14735'), ('Q6GMX0', 'P0DOX5'), ('P14735', 'P0DOX5')]"
6BF7,"[('P14735', 'P0DOX7'), ('P14735', 'P0DOX5'), ('P0DOX7', 'P0DOX5')]"
6BF9,"[('P14735', 'P0DOX7'), ('P14735', 'P0DOX5'), ('P0DOX7', 'P0DOX5')]"
6BFT,"[('P15692', 'Q8TCD0'), ('P15692', 'P0DOX5'), ('Q8TCD0', 'P0DOX5')]"
6BGT,"[('Q7Z3Y4', 'P0DOX5'), ('Q7Z3Y4', 'P04626'), ('P0DOX5', 'P04626')]"
6BIJ,"[('P01903', 'P01911'), ('P01903', 'P02675'), ('P01911', 'P02675')]"
6BIL,"[('P01903', 'P01911'), ('P01903', 'P02675'), ('P01911', 'P02675')]"
6BIN,"[('P01903', 'P02458'), ('P01903', 'P01911'), ('P02458', 'P01911')]"
6BIR,"[('P01903', 'P01911'), ('P01903', 'P08670'), ('P01911', 'P08670')]"
6BIV,"[('P01903', 'P01911'), ('P01903', 'P49913'), ('P01911', 'P49913')]"
6BIX,"[('P01903', 'P01911'), ('P01903', 'P49913'), ('P01911', 'P49913')]"
6BIY,"[('P01903', 'P01911'), ('P01903', 'Q96A08'), ('P01911', 'Q96A08')]"
6BIZ,"[('P01903', 'P01911'), ('P01903', 'Q8N257'), ('P01911', 'Q8N257')]"
6BN7,"[('O60885', 'Q96SW2'), ('O60885', 'Q16531'), ('Q96SW2', 'Q16531')]"
6BN8,"[('O60885', 'Q96SW2-2'), ('O60885', 'Q16531'), ('Q96SW2-2', 'Q16531')]"
6BN9,"[('O60885', 'Q96SW2'), ('O60885', 'Q16531'), ('Q96SW2', 'Q16531')]"
6BNB,"[('O60885', 'Q96SW2'), ('O60885', 'Q16531'), ('Q96SW2', 'Q16531')]"
6BOY,"[('O60885', 'Q96SW2'), ('O60885', 'Q16531'), ('Q96SW2', 'Q16531')]"
6BQ1,"[('Q9BYI3', 'Q86TV6'), ('Q9BYI3', 'P42356'), ('Q86TV6', 'P42356')]"
6BQN,"[('P51170', 'P51168'), ('P51170', 'P37088'), ('P51168', 'P37088')]"
6BVA,"[('Q8NHM5', 'P63208'), ('Q8NHM5', 'P0CG47'), ('P63208', 'P0CG47')]"
6BYH,"[('P63208', 'Q9Y2K7'), ('P63208', 'P0CG47'), ('Q9Y2K7', 'P0CG47')]"
6C16,"[('P63208', 'Q9Y2K7'), ('P63208', 'P0CG47'), ('Q9Y2K7', 'P0CG47')]"
6C48,"[('Q52LA3', 'Q5TKA1'), ('Q52LA3', 'P10244'), ('Q5TKA1', 'P10244')]"
6C5X,"[('Q15369', 'Q00560'), ('Q15369', 'Q15370'), ('Q00560', 'Q15370')]"
6C95,"[('Q9NX55', 'Q9BXJ9'), ('Q9NX55', 'P41227'), ('Q9BXJ9', 'P41227')]"
6C9F,"[('Q13131', 'P54619'), ('Q13131', 'Q9Y478'), ('P54619', 'Q9Y478')]"
6C9G,"[('Q13131', 'P54619'), ('Q13131', 'Q9Y478'), ('P54619', 'Q9Y478')]"
6C9H,"[('Q13131', 'P54619'), ('Q13131', 'Q9Y478'), ('P54619', 'Q9Y478')]"
6C9J,"[('Q9Y478', 'P54619'), ('Q9Y478', 'Q13131'), ('P54619', 'Q13131')]"
6CET,"[('O75140', 'Q8WTW4'), ('O75140', 'Q12980'), ('Q8WTW4', 'Q12980')]"
6CMO,"[('P63096', 'P08100'), ('P63096', 'P0ABE7'), ('P08100', 'P0ABE7')]"
6CRK,"[('P63096', 'P62873'), ('P63096', 'P59768'), ('P62873', 'P59768')]"
6CYT,"[('O60563', 'Q9UHB7'), ('O60563', 'P50750'), ('Q9UHB7', 'P50750')]"
6D0Y,"[('P52298', 'Q86YN6'), ('P52298', 'Q09161'), ('Q86YN6', 'Q09161')]"
6D6I,"[('P61088', 'Q13404'), ('P61088', 'Q96H31'), ('Q13404', 'Q96H31')]"
6D6T,"[('P14867', 'P18507'), ('P14867', 'P47870'), ('P18507', 'P47870')]"
6D6U,"[('P14867', 'P18507'), ('P14867', 'P47870'), ('P18507', 'P47870')]"
6D7G,"[('Q6PJ56', 'P61769'), ('Q6PJ56', 'P04439'), ('P61769', 'P04439')]"
6DCW,"[('A0A2K5IAM2', 'P01857'), ('A0A2K5IAM2', 'P01834'), ('P01857', 'P01834')]"
6DDE,"[('P63096', 'P62873'), ('P63096', 'P59768'), ('P62873', 'P59768')]"
6DDF,"[('P63096', 'P62873'), ('P63096', 'P59768'), ('P62873', 'P59768')]"
6DF3,"[('Q8N6P7', 'Q6UXL0'), ('Q8N6P7', 'Q13007'), ('Q6UXL0', 'Q13007')]"
6DKJ,"[('P48546', 'V9HW34'), ('P48546', 'P0DOX5'), ('V9HW34', 'P0DOX5')]"
6DNH,"[('Q9C0J8', 'O95639'), ('Q9C0J8', 'Q10570'), ('O95639', 'Q10570')]"
6E3K,"[('P38484', 'P15260'), ('P38484', 'P01579'), ('P15260', 'P01579')]"
6E3L,"[('P38484', 'P15260'), ('P38484', 'P01579'), ('P15260', 'P01579')]"
6EG8,"[('P62873', 'P63092'), ('P62873', 'P59768'), ('P63092', 'P59768')]"
6EI2,"[('P30279', 'P61769'), ('P30279', 'P04439'), ('P61769', 'P04439')]"
6ERF,"[('P12956', 'Q8IW19'), ('P12956', 'P13010'), ('Q8IW19', 'P13010')]"
6ERG,"[('Q9H9Q4', 'P12956'), ('Q9H9Q4', 'P13010'), ('P12956', 'P13010')]"
6ERH,"[('Q9H9Q4', 'P12956'), ('Q9H9Q4', 'P13010'), ('P12956', 'P13010')]"
6ERP,"[('O00411', 'Q00059'), ('O00411', 'Q9H5Q4'), ('Q00059', 'Q9H5Q4')]"
6ERQ,"[('O00411', 'Q00059'), ('O00411', 'Q9H5Q4'), ('Q00059', 'Q9H5Q4')]"
6EWA,"[('P61769', 'P04439'), ('P61769', 'Q8NHL6'), ('P04439', 'Q8NHL6')]"
6F3T,"[('P49848', 'Q15542'), ('P49848', 'Q16594'), ('Q15542', 'Q16594')]"
6FMI,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
6FMJ,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
6FMK,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
6FO1,"[('Q9Y230', 'Q9H6T3'), ('Q9Y230', 'Q9Y265'), ('Q9H6T3', 'Q9Y265')]"
6FUW,"[('Q9C0J8', 'O95639'), ('Q9C0J8', 'Q10570'), ('O95639', 'Q10570')]"
6GAW,"[('1388777935', '1390216722'), ('1388777935', 'P46199'), ('1390216722', 'P46199')]"
6GFY,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
6GFZ,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
6GHD,"[('O75531', 'P02545'), ('O75531', 'P50402'), ('P02545', 'P50402')]"
6GL7,"[('Q99748', 'O00451'), ('Q99748', 'P07949'), ('O00451', 'P07949')]"
6GMN,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
6GMQ,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
6GMX,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
6GU2,"[('P14635', 'P06493'), ('P14635', 'K9J4F7'), ('P06493', 'K9J4F7')]"
6GU3,"[('P14635', 'P06493'), ('P14635', 'K9J4F7'), ('P06493', 'K9J4F7')]"
6GU4,"[('P14635', 'P06493'), ('P14635', 'K9J4F7'), ('P06493', 'K9J4F7')]"
6GWJ,"[('Q9BXV9', 'Q9NPF4'), ('Q9BXV9', 'Q14657'), ('Q9NPF4', 'Q14657')]"
6H0F,"[('Q13422', 'Q96SW2'), ('Q13422', 'Q16531'), ('Q96SW2', 'Q16531')]"
6H0G,"[('Q9BU19', 'Q96SW2'), ('Q9BU19', 'Q16531'), ('Q96SW2', 'Q16531')]"
6HBY,"[('P01903', 'P01911'), ('P01903', 'Q13641'), ('P01911', 'Q13641')]"
6HN5,"[('P03069', 'P06213'), ('P03069', 'P01308'), ('P06213', 'P01308')]"
6HPR,"[('P62837', 'Q13490'), ('P62837', 'P0CG47'), ('Q13490', 'P0CG47')]"
6HUJ,"[('P28472', 'P18507'), ('P28472', 'P08219'), ('P18507', 'P08219')]"
6HUK,"[('P28472', 'P18507'), ('P28472', 'P08219'), ('P18507', 'P08219')]"
6I4X,"[('O14508', 'Q15369'), ('O14508', 'Q15370'), ('Q15369', 'Q15370')]"
6I53,"[('P14867', 'P28472'), ('P14867', 'P18507'), ('P28472', 'P18507')]"
6I5J,"[('Q15369', 'Q15370'), ('Q15369', 'O14508'), ('Q15370', 'O14508')]"
6I5N,"[('Q15369', 'Q15370'), ('Q15369', 'O14508'), ('Q15370', 'O14508')]"
6I7Q,"[('P40337', 'Q99814'), ('P40337', 'Q15370'), ('Q99814', 'Q15370')]"
6IY6,"[('P14868', 'Q13155'), ('P14868', 'P07814'), ('Q13155', 'P07814')]"
6J4V,"[('Q86V25', 'P68363'), ('Q86V25', 'Q8N300'), ('P68363', 'Q8N300')]"
6J74,"[('Q7Z6K3', 'O15498'), ('Q7Z6K3', 'P53611'), ('O15498', 'P53611')]"
6J7F,"[('Q7Z6K3', 'O15498'), ('Q7Z6K3', 'P53611'), ('O15498', 'P53611')]"
6J7X,"[('Q7Z6K3', 'O15498'), ('Q7Z6K3', 'P53611'), ('O15498', 'P53611')]"
6J8F,"[('Q71U36', 'Q7L8A9'), ('Q71U36', 'Q8N300'), ('Q7L8A9', 'Q8N300')]"
6J8G,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
6J8H,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
6J8I,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
6J8J,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
6J8O,"[('Q7L8A9', 'P68363'), ('Q7L8A9', 'Q8N300'), ('P68363', 'Q8N300')]"
6JLQ,"[('P62068', 'Q8TBZ3'), ('P62068', 'Q8TAF3'), ('Q8TBZ3', 'Q8TAF3')]"
6JTN,"[('C1K0Y1', 'P01116'), ('C1K0Y1', 'P61769'), ('P01116', 'P61769')]"
6JTO,"[('P01116', 'P61769'), ('P01116', 'P10321'), ('P61769', 'P10321')]"
6JTP,"[('P01116', 'P61769'), ('P01116', 'C1K0Y1'), ('P61769', 'C1K0Y1')]"
6K42,"[('P18089', 'P08913'), ('P18089', 'P59768'), ('P08913', 'P59768')]"
6KTO,"[('Q86V20', 'Q6ZNX1'), ('Q86V20', 'Q9UI95'), ('Q6ZNX1', 'Q9UI95')]"
6KXS,"[('P01591', 'P01871'), ('P01591', 'P01833'), ('P01871', 'P01833')]"
6KXV,"[('P62805', 'P06899'), ('P62805', 'P04908'), ('P06899', 'P04908')]"
6L54,"[('Q96Q15', 'Q9H0W8'), ('Q96Q15', 'Q8ND04'), ('Q9H0W8', 'Q8ND04')]"
6LPB,"[('P41586', 'P63092'), ('P41586', 'P18509'), ('P63092', 'P18509')]"
6LT0,"[('Q96LT7', 'Q8TEV9'), ('Q96LT7', 'Q9HAD4'), ('Q8TEV9', 'Q9HAD4')]"
6M4W,"[('P42345', 'P0AEX9'), ('P42345', 'P62942'), ('P0AEX9', 'P62942')]"
6M8S,"[('P62873', 'Q96CX2'), ('P62873', 'P59768'), ('Q96CX2', 'P59768')]"
6M90,"[('Q9Y297', 'P63208'), ('Q9Y297', 'P35222'), ('P63208', 'P35222')]"
6M91,"[('Q9Y297', 'P63208'), ('Q9Y297', 'P35222'), ('P63208', 'P35222')]"
6M92,"[('Q9Y297', 'P63208'), ('Q9Y297', 'P35222'), ('P63208', 'P35222')]"
6M93,"[('Q9Y297', 'P63208'), ('Q9Y297', 'P35222'), ('P63208', 'P35222')]"
6M94,"[('Q9Y297', 'P63208'), ('Q9Y297', 'P35222'), ('P63208', 'P35222')]"
6MPP,"[('P61769', 'P01111'), ('P61769', 'P04439'), ('P01111', 'P04439')]"
6NAJ,"[('P06756', 'P05106'), ('P06756', 'P02751'), ('P05106', 'P02751')]"
6NBW,"[('P60709', 'P07737'), ('P60709', 'Q93015'), ('P07737', 'Q93015')]"
6NIX,"[('P01903', 'P01911'), ('P01903', 'P02458'), ('P01911', 'P02458')]"
6NMY,"[('P08700', 'P32927'), ('P08700', 'P26951'), ('P32927', 'P26951')]"
6NTS,"[('P67775', 'Q15172'), ('P67775', 'P30153'), ('Q15172', 'P30153')]"
6NUC,"[('P19634', 'Q08209'), ('P19634', 'P63098'), ('Q08209', 'P63098')]"
6NUF,"[('P19634', 'Q08209'), ('P19634', 'P63098'), ('Q08209', 'P63098')]"
6NUU,"[('P19634', 'Q08209'), ('P19634', 'P63098'), ('Q08209', 'P63098')]"
6O4Y,"[('P01116', 'P61769'), ('P01116', 'A0A140T913'), ('P61769', 'A0A140T913')]"
6O9B,"[('P35222', 'P61769'), ('P35222', 'P04439'), ('P61769', 'P04439')]"
6O9C,"[('P35222', 'P61769'), ('P35222', 'P04439'), ('P61769', 'P04439')]"
6OEL,"[('P24394', 'P05112'), ('P24394', 'P31785'), ('P05112', 'P31785')]"
6OI4,"[('Q16186', 'P0CG48'), ('Q16186', 'Q99460'), ('P0CG48', 'Q99460')]"
6OKP,"[('S6B291', 'Q8N5F4'), ('S6B291', 'P01834'), ('Q8N5F4', 'P01834')]"
6OM2,"[('P26012', 'P06756'), ('P26012', 'P01137'), ('P06756', 'P01137')]"
6OS0,"[('P01019', 'P30556'), ('P01019', 'P0ABE7'), ('P30556', 'P0ABE7')]"
6P3W,"[('P20248', 'P24941'), ('P20248', 'Q13415'), ('P24941', 'Q13415')]"
6P59,"[('Q15369', 'Q15370'), ('Q15369', 'Q13951'), ('Q15370', 'Q13951')]"
6P64,"[('Q53Z42', 'P61769'), ('Q53Z42', 'Q5VTY9'), ('P61769', 'Q5VTY9')]"
6P8E,"[('P11802', 'P46527'), ('P11802', 'P24385'), ('P46527', 'P24385')]"
6P8F,"[('P11802', 'P46527'), ('P11802', 'P24385'), ('P46527', 'P24385')]"
6P8G,"[('P11802', 'P46527'), ('P11802', 'P24385'), ('P46527', 'P24385')]"
6P8H,"[('P11802', 'P38936'), ('P11802', 'P24385'), ('P38936', 'P24385')]"
6PA1,"[('P43627', 'P61769'), ('P43627', 'P10321'), ('P61769', 'P10321')]"
6PAG,"[('P43628', 'P61769'), ('P43628', 'P10321'), ('P61769', 'P10321')]"
6PPL,"[('P41227', 'Q9BXJ9'), ('P41227', 'Q9GZZ1'), ('Q9BXJ9', 'Q9GZZ1')]"
6PTB,"[('Q68CZ6', 'P61769'), ('Q68CZ6', 'P04439'), ('P61769', 'P04439')]"
6PTE,"[('Q68CZ6', 'P61769'), ('Q68CZ6', 'P04439'), ('P61769', 'P04439')]"
6PTS,"[('P02647', 'P04049'), ('P02647', 'P01116'), ('P04049', 'P01116')]"
6PTW,"[('P02647', 'P04049'), ('P02647', 'P01116'), ('P04049', 'P01116')]"
6PWW,"[('Q03164', 'Q15291'), ('Q03164', 'P61964'), ('Q15291', 'P61964')]"
6PX6,"[('A0A0U5IHY9', 'K7N5M3'), ('A0A0U5IHY9', 'Q08AS3'), ('K7N5M3', 'Q08AS3')]"
6PY8,"[('Q7Z6K4', 'P46531'), ('Q7Z6K4', 'Q06330'), ('P46531', 'Q06330')]"
6PYJ,"[('P61769', 'A0A583ZBQ2'), ('P61769', 'P37268'), ('A0A583ZBQ2', 'P37268')]"
6PYV,"[('P01889', 'P61769'), ('P01889', 'P37268'), ('P61769', 'P37268')]"
6PYW,"[('P01889', 'P61769'), ('P01889', 'P37268'), ('P61769', 'P37268')]"
6PZ5,"[('P01889', 'P61769'), ('P01889', 'P37268'), ('P61769', 'P37268')]"
6Q2J,"[('Q6UXV0', 'Q99988'), ('Q6UXV0', 'P07949'), ('Q99988', 'P07949')]"
6Q2N,"[('P39905', 'P56159'), ('P39905', 'P07949'), ('P56159', 'P07949')]"
6Q2O,"[('Q99748', 'O00451'), ('Q99748', 'P07949'), ('O00451', 'P07949')]"
6Q2R,"[('Q99748', 'O00451'), ('Q99748', 'P07949'), ('O00451', 'P07949')]"
6QIO,"[('P55899', 'P02768'), ('P55899', 'P61769'), ('P02768', 'P61769')]"
6QIP,"[('P55899', 'P02768'), ('P55899', 'P61769'), ('P02768', 'P61769')]"
6QML,"[('P15374', 'P0CG47'), ('P15374', 'P0CG48'), ('P0CG47', 'P0CG48')]"
6QMP,"[('P23511', 'P25208'), ('P23511', 'Q13952'), ('P25208', 'Q13952')]"
6QMQ,"[('P23511', 'P25208'), ('P23511', 'Q13952'), ('P25208', 'Q13952')]"
6QMS,"[('P23511', 'P25208'), ('P23511', 'Q13952'), ('P25208', 'Q13952')]"
6QNX,"[('O60216', 'Q8N3U4'), ('O60216', 'P49711'), ('Q8N3U4', 'P49711')]"
6QUS,"[('Q5T5Y3', 'P07437'), ('Q5T5Y3', 'P68363'), ('P07437', 'P68363')]"
6QVJ,"[('Q5T5Y3', 'P07437'), ('Q5T5Y3', 'P68363'), ('P07437', 'P68363')]"
6RP9,"[('P61769', 'P78358'), ('P61769', 'P04439'), ('P78358', 'P04439')]"
6RPA,"[('P61769', 'P78358'), ('P61769', 'P04439'), ('P78358', 'P04439')]"
6RPB,"[('P61769', 'P78358'), ('P61769', 'P04439'), ('P78358', 'P04439')]"
6RPR,"[('O75531', 'P02545'), ('O75531', 'P50402'), ('P02545', 'P50402')]"
6RSY,"[('P61769', 'P04439'), ('P61769', 'P19544'), ('P04439', 'P19544')]"
6RUR,"[('P01024', 'P27918'), ('P01024', 'P00751'), ('P27918', 'P00751')]"
6RUV,"[('P01024', 'P27918'), ('P01024', 'P00751'), ('P27918', 'P00751')]"
6S53,"[('P61088', 'P0CG48'), ('P61088', 'P19474'), ('P0CG48', 'P19474')]"
6SO5,"[('O00258', 'P49069'), ('O00258', 'O43681'), ('P49069', 'O43681')]"
6SQO,"[('P62837', 'Q00987'), ('P62837', 'P62979'), ('Q00987', 'P62979')]"
6SQR,"[('P62837', 'P0CG48'), ('P62837', 'P62979'), ('P0CG48', 'P62979')]"
6SYT,"[('Q96Q15', 'Q9H0W8'), ('Q96Q15', 'Q8ND04'), ('Q9H0W8', 'Q8ND04')]"
6T7F,"[('O75592', 'P0CG48'), ('O75592', 'P61077'), ('P0CG48', 'P61077')]"
6TB2,"[('P69905', 'P00738'), ('P69905', 'P68871'), ('P00738', 'P68871')]"
6TD3,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
6TGC,"[('Q92556', 'P63000'), ('Q92556', 'Q92608'), ('P63000', 'Q92608')]"
6TMO,"[('Q16655', 'P61769'), ('Q16655', 'A0A5B8RNS7'), ('P61769', 'A0A5B8RNS7')]"
6TRN,"[('Q53Z42', 'P43358'), ('Q53Z42', 'P61769'), ('P43358', 'P61769')]"
6TRO,"[('Q53Z42', 'P43358'), ('Q53Z42', 'P61769'), ('P43358', 'P61769')]"
6UDJ,"[('Q6PIL8', 'Q8N355'), ('Q6PIL8', 'S6B2B6'), ('Q8N355', 'S6B2B6')]"
6UE7,"[('P01876', 'P01833'), ('P01876', 'P01591'), ('P01833', 'P01591')]"
6UE8,"[('P01877', 'P01833'), ('P01877', 'P01591'), ('P01833', 'P01591')]"
6UE9,"[('P01877', 'P01833'), ('P01877', 'P01591'), ('P01833', 'P01591')]"
6UEA,"[('P01877', 'P01833'), ('P01877', 'P01591'), ('P01833', 'P01591')]"
6UJ7,"[('P01889', 'P61769'), ('P01889', 'P48735'), ('P61769', 'P48735')]"
6UJ8,"[('P01889', 'P61769'), ('P01889', 'P48735'), ('P61769', 'P48735')]"
6UJ9,"[('P01889', 'P61769'), ('P01889', 'P48735'), ('P61769', 'P48735')]"
6UJO,"[('U5YJP1', 'P61769'), ('U5YJP1', 'Q5VTY9'), ('P61769', 'Q5VTY9')]"
6UJQ,"[('U5YJP1', 'P61769'), ('U5YJP1', 'Q5VTY9'), ('P61769', 'Q5VTY9')]"
6UK2,"[('U5YJP1', 'P61769'), ('U5YJP1', 'Q5VTY9'), ('P61769', 'Q5VTY9')]"
6UK4,"[('U5YJP1', 'P61769'), ('U5YJP1', 'Q5VTY9'), ('P61769', 'Q5VTY9')]"
6ULI,"[('C1K0Y1', 'P61769'), ('C1K0Y1', 'P01111'), ('P61769', 'P01111')]"
6ULK,"[('C1K0Y1', 'P61769'), ('C1K0Y1', 'P01111'), ('P61769', 'P01111')]"
6ULN,"[('C1K0Y1', 'P61769'), ('C1K0Y1', 'P01111'), ('P61769', 'P01111')]"
6ULR,"[('C1K0Y1', 'P61769'), ('C1K0Y1', 'P01111'), ('P61769', 'P01111')]"
6UML,"[('Q9UJQ4', 'Q96SW2'), ('Q9UJQ4', 'Q16531'), ('Q96SW2', 'Q16531')]"
6UMX,"[('Q5EFE5', 'O14793'), ('Q5EFE5', 'P0DOY2'), ('O14793', 'P0DOY2')]"
6UON,"[('C1K0Y1', 'P61769'), ('C1K0Y1', 'P01111'), ('P61769', 'P01111')]"
6UP7,"[('P49407', 'P30990'), ('P49407', 'P30989'), ('P30990', 'P30989')]"
6USF,"[('P17787', 'P43681'), ('P17787', 'P0ABE7'), ('P43681', 'P0ABE7')]"
6UXE,"[('Q9HD34', 'Q9Y697'), ('Q9HD34', 'Q9H1K1'), ('Q9Y697', 'Q9H1K1')]"
6UYI,"[('P0CG47', 'Q16186'), ('P0CG47', 'Q99460'), ('Q16186', 'Q99460')]"
6UYJ,"[('P0CG47', 'Q16186'), ('P0CG47', 'Q99460'), ('Q16186', 'Q99460')]"
6UZ1,"[('P14079', 'P61769'), ('P14079', 'A0A140T913'), ('P61769', 'A0A140T913')]"
6V0N,"[('Q9BRS2', 'O14744'), ('Q9BRS2', 'Q9BQA1'), ('O14744', 'Q9BQA1')]"
6V0O,"[('P54105', 'O14744'), ('P54105', 'Q9BQA1'), ('O14744', 'Q9BQA1')]"
6V0Y,"[('P01903', 'P01911'), ('P01903', 'P02675'), ('P01911', 'P02675')]"
6V13,"[('P01903', 'P01911'), ('P01903', 'P02675'), ('P01911', 'P02675')]"
6V15,"[('P01903', 'P01911'), ('P01903', 'P02675'), ('P01911', 'P02675')]"
6V18,"[('P01903', 'P01911'), ('P01903', 'P02675'), ('P01911', 'P02675')]"
6V19,"[('P01903', 'P01911'), ('P01903', 'P02675'), ('P01911', 'P02675')]"
6V1A,"[('P01903', 'P01911'), ('P01903', 'P02675'), ('P01911', 'P02675')]"
6V3J,"[('P43629', 'P61769'), ('P43629', 'I3ZN84'), ('P61769', 'I3ZN84')]"
6V4U,"[('Q96LT7', 'Q8TEV9'), ('Q96LT7', 'Q9HAD4'), ('Q8TEV9', 'Q9HAD4')]"
6V65,"[('P01116', 'Q7Z699'), ('P01116', 'P21359'), ('Q7Z699', 'P21359')]"
6V6F,"[('P01116', 'Q7Z699'), ('P01116', 'P21359'), ('Q7Z699', 'P21359')]"
6VAE,"[('Q9BXW9', 'Q9NVI1'), ('Q9BXW9', 'P0CG48'), ('Q9NVI1', 'P0CG48')]"
6VAF,"[('Q9BXW9', 'Q9NVI1'), ('Q9BXW9', 'P0CG48'), ('Q9NVI1', 'P0CG48')]"
6VCD,"[('P63208', 'P48200'), ('P63208', 'Q9UKA1'), ('P48200', 'Q9UKA1')]"
6VGD,"[('Q13950', 'Q13951'), ('Q13950', 'Q01543'), ('Q13951', 'Q01543')]"
6VGE,"[('P11308', 'Q13950'), ('P11308', 'Q13951'), ('Q13950', 'Q13951')]"
6VGG,"[('P11308', 'Q13950'), ('P11308', 'Q13951'), ('Q13950', 'Q13951')]"
6VM7,"[('P61769', 'A0A140T913'), ('P61769', 'P40967'), ('A0A140T913', 'P40967')]"
6VM8,"[('P61769', 'A0A140T913'), ('P61769', 'P40967'), ('A0A140T913', 'P40967')]"
6VM9,"[('P61769', 'A0A140T913'), ('P61769', 'P40967'), ('A0A140T913', 'P40967')]"
6VMA,"[('P61769', 'A0A140T913'), ('P61769', 'P40967'), ('A0A140T913', 'P40967')]"
6VMC,"[('P61769', 'A0A140T913'), ('P61769', 'P40967'), ('A0A140T913', 'P40967')]"
6VQO,"[('P61769', 'A0A140T913'), ('P61769', 'P04637'), ('A0A140T913', 'P04637')]"
6VR1,"[('P61769', 'A0A140T913'), ('P61769', 'P04637'), ('A0A140T913', 'P04637')]"
6VR5,"[('P61769', 'A0A140T913'), ('P61769', 'P04637'), ('A0A140T913', 'P04637')]"
6VRM,"[('P61769', 'A0A140T913'), ('P61769', 'P04637'), ('A0A140T913', 'P04637')]"
6VRN,"[('P61769', 'A0A140T913'), ('P61769', 'P04637'), ('A0A140T913', 'P04637')]"
6W1D,"[('Q9HD34', 'Q9Y697'), ('Q9HD34', 'Q9H1K1'), ('Q9Y697', 'Q9H1K1')]"
6W3J,"[('Q8TEP8', 'O00444'), ('Q8TEP8', 'Q5VWP2'), ('O00444', 'Q5VWP2')]"
6W51,"[('P61769', 'A0A140T913'), ('P61769', 'P04637'), ('A0A140T913', 'P04637')]"
6W66,"[('Q9UF56', 'P63208'), ('Q9UF56', 'Q14145'), ('P63208', 'Q14145')]"
6W6W,"[('Q86WV5', 'Q9H668'), ('Q86WV5', 'Q2NKJ3'), ('Q9H668', 'Q2NKJ3')]"
6W9D,"[('P62837', 'P0CG48'), ('P62837', 'Q9NVW2'), ('P0CG48', 'Q9NVW2')]"
6WI2,"[('Q9HD34', 'Q9Y697'), ('Q9HD34', 'Q9H1K1'), ('Q9Y697', 'Q9H1K1')]"
6WIH,"[('Q9HD34', 'Q9Y697'), ('Q9HD34', 'Q9H1K1'), ('Q9Y697', 'Q9H1K1')]"
6WNA,"[('P55899', 'P61769'), ('P55899', 'P01861'), ('P61769', 'P01861')]"
6WNX,"[('P63208', 'P35222'), ('P63208', 'Q9UKB1'), ('P35222', 'Q9UKB1')]"
6WOL,"[('P55899', 'P61769'), ('P55899', 'P01861'), ('P61769', 'P01861')]"
6WS0,"[('O60673', 'Q9UBZ9'), ('O60673', 'Q9UI95'), ('Q9UBZ9', 'Q9UI95')]"
6WS5,"[('O60673', 'Q9UBZ9'), ('O60673', 'Q9UI95'), ('Q9UBZ9', 'Q9UI95')]"
6WTH,"[('P51170', 'P51168'), ('P51170', 'P37088'), ('P51168', 'P37088')]"
6X0U,"[('Q08AG7', 'Q96RT7'), ('Q08AG7', 'Q96CW5'), ('Q96RT7', 'Q96CW5')]"
